YEAR,LEVEL,REGION,SECTOR,GRADE,GENDER,S. ENROLLED, PANDEMIC ,STRANDS
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,"2,122",Y,ABM
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,F,"3,428",Y,ABM
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,F,"5,690",Y,ABM
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,F,"4,132",Y,ABM
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,"3,143",Y,ABM
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,"1,850",Y,ABM
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,"2,900",Y,ABM
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,F,"2,014",Y,ABM
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,"2,698",Y,ABM
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,F,"1,403",Y,ABM
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,430,Y,ABM
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,895,Y,ABM
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,F,"7,433",Y,ABM
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,M,"8,433",Y,HUMSS
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,"7,030",Y,HUMSS
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,M,"13,119",Y,HUMSS
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,"18,500",Y,HUMSS
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,"5,020",Y,HUMSS
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,M,"3,341",Y,HUMSS
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,M,"13,083",Y,HUMSS
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,M,"6,913",Y,HUMSS
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,"7,770",Y,HUMSS
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,"4,783",Y,HUMSS
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,"5,414",Y,HUMSS
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,M,"3,688",Y,HUMSS
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,"9,371",Y,HUMSS
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,M,"2,739",Y,HUMSS
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,"1,136",Y,HUMSS
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,"2,949",Y,HUMSS
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,M,"5,828",Y,HUMSS
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,F,"9,212",Y,HUMSS
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,"7,646",Y,HUMSS
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,F,"15,797",Y,HUMSS
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,"20,409",Y,HUMSS
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,"6,066",Y,HUMSS
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,F,"4,735",Y,HUMSS
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,F,"18,502",Y,HUMSS
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,F,"11,019",Y,HUMSS
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,"10,534",Y,HUMSS
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,"8,047",Y,HUMSS
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,"8,668",Y,HUMSS
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,F,"5,889",Y,HUMSS
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,"14,872",Y,HUMSS
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,F,"4,016",Y,HUMSS
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,"1,566",Y,HUMSS
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,"3,595",Y,HUMSS
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,F,"7,100",Y,HUMSS
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,M,"3,982",Y,STEM
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,"2,711",Y,STEM
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,M,"6,820",Y,STEM
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,"6,837",Y,STEM
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,"2,121",Y,STEM
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,M,"2,160",Y,STEM
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,M,"3,725",Y,STEM
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,M,"2,634",Y,STEM
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,"1,922",Y,STEM
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,"1,430",Y,STEM
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,"1,712",Y,STEM
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,M,"1,292",Y,STEM
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,"2,082",Y,STEM
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,M,"1,646",Y,STEM
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,470,Y,STEM
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,760,Y,STEM
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,M,"5,321",Y,STEM
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,F,"4,863",Y,STEM
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,"3,790",Y,STEM
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,F,"7,037",Y,STEM
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,"6,947",Y,STEM
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,"2,357",Y,STEM
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,F,"2,740",Y,STEM
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,F,"4,941",Y,STEM
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,F,"3,165",Y,STEM
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,"2,460",Y,STEM
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,"2,103",Y,STEM
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,"2,271",Y,STEM
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,F,"1,649",Y,STEM
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,"2,975",Y,STEM
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,F,"2,284",Y,STEM
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,705,Y,STEM
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,"1,265",Y,STEM
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,F,"5,159",Y,STEM
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,M,"7,185",Y,GAS
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,"5,057",Y,GAS
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,M,"11,317",Y,GAS
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,"3,859",Y,GAS
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,"5,691",Y,GAS
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,M,"16,549",Y,GAS
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,M,"7,503",Y,GAS
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,M,"12,833",Y,GAS
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,"8,678",Y,GAS
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,"2,279",Y,GAS
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,"4,253",Y,GAS
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,M,"5,609",Y,GAS
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,"1,155",Y,GAS
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,M,"5,499",Y,GAS
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,"4,144",Y,GAS
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,"1,384",Y,GAS
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,M,"4,060",Y,GAS
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,F,"7,054",Y,GAS
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,"5,191",Y,GAS
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,F,"10,603",Y,GAS
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,"4,258",Y,GAS
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,"6,913",Y,GAS
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,F,"21,366",Y,GAS
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,F,"8,011",Y,GAS
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,F,"14,786",Y,GAS
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,"10,724",Y,GAS
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,"2,934",Y,GAS
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,"5,878",Y,GAS
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,F,"8,008",Y,GAS
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,"1,705",Y,GAS
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,F,"6,757",Y,GAS
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,"5,873",Y,GAS
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,"1,544",Y,GAS
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,F,"3,623",Y,GAS
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,M,95,Y,MARITIME
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,57,Y,MARITIME
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,M,36,Y,MARITIME
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,M,29,Y,MARITIME
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,19,Y,MARITIME
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,M,0,Y,MARITIME
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,F,21,Y,MARITIME
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,13,Y,MARITIME
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,F,1,Y,MARITIME
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,F,2,Y,MARITIME
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,2,Y,MARITIME
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,F,0,Y,MARITIME
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,M,"15,559",Y,TVL
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,"7,384",Y,TVL
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,M,"20,913",Y,TVL
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,"22,170",Y,TVL
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,"7,469",Y,TVL
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,M,"15,269",Y,TVL
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,M,"26,835",Y,TVL
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,M,"19,458",Y,TVL
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,"14,063",Y,TVL
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,"12,117",Y,TVL
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,"11,226",Y,TVL
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,M,"13,625",Y,TVL
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,"12,347",Y,TVL
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,M,"8,821",Y,TVL
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,"3,463",Y,TVL
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,"3,346",Y,TVL
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,M,"13,123",Y,TVL
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,F,"11,084",Y,TVL
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,"5,268",Y,TVL
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,F,"14,836",Y,TVL
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,"15,071",Y,TVL
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,"5,531",Y,TVL
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,F,"11,583",Y,TVL
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,F,"18,945",Y,TVL
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,F,"14,215",Y,TVL
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,"11,230",Y,TVL
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,"10,273",Y,TVL
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,"7,180",Y,TVL
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,F,"11,024",Y,TVL
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,"8,033",Y,TVL
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,F,"6,147",Y,TVL
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,"3,444",Y,TVL
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,"2,304",Y,TVL
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,F,"8,576",Y,TVL
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,M,0,Y,SPORTS
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,120,Y,SPORTS
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,M,87,Y,SPORTS
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,134,Y,SPORTS
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,95,Y,SPORTS
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,M,93,Y,SPORTS
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,M,63,Y,SPORTS
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,M,112,Y,SPORTS
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,65,Y,SPORTS
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,42,Y,SPORTS
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,54,Y,SPORTS
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,M,6,Y,SPORTS
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,83,Y,SPORTS
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,M,15,Y,SPORTS
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,19,Y,SPORTS
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,37,Y,SPORTS
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,M,199,Y,SPORTS
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,F,0,Y,SPORTS
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,57,Y,SPORTS
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,F,45,Y,SPORTS
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,69,Y,SPORTS
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,30,Y,SPORTS
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,F,34,Y,SPORTS
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,F,26,Y,SPORTS
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,F,70,Y,SPORTS
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,61,Y,SPORTS
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,19,Y,SPORTS
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,37,Y,SPORTS
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,F,1,Y,SPORTS
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,21,Y,SPORTS
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,F,2,Y,SPORTS
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,9,Y,SPORTS
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,32,Y,SPORTS
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,F,75,Y,SPORTS
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,M,83,Y,ARTs & DESIGN
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,71,Y,ARTs & DESIGN
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,M,88,Y,ARTs & DESIGN
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,173,Y,ARTs & DESIGN
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,102,Y,ARTs & DESIGN
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,M,232,Y,ARTs & DESIGN
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,M,96,Y,ARTs & DESIGN
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,M,135,Y,ARTs & DESIGN
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,23,Y,ARTs & DESIGN
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,37,Y,ARTs & DESIGN
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,26,Y,ARTs & DESIGN
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,M,36,Y,ARTs & DESIGN
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,120,Y,ARTs & DESIGN
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,M,80,Y,ARTs & DESIGN
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,13,Y,ARTs & DESIGN
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,19,Y,ARTs & DESIGN
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,M,252,Y,ARTs & DESIGN
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,11,F,42,Y,ARTs & DESIGN
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,47,Y,ARTs & DESIGN
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,11,F,82,Y,ARTs & DESIGN
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,152,Y,ARTs & DESIGN
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,84,Y,ARTs & DESIGN
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,11,F,221,Y,ARTs & DESIGN
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,11,F,105,Y,ARTs & DESIGN
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,11,F,123,Y,ARTs & DESIGN
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,27,Y,ARTs & DESIGN
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,41,Y,ARTs & DESIGN
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,24,Y,ARTs & DESIGN
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,11,F,34,Y,ARTs & DESIGN
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,144,Y,ARTs & DESIGN
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,11,F,93,Y,ARTs & DESIGN
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,8,Y,ARTs & DESIGN
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,27,Y,ARTs & DESIGN
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,11,F,255,Y,ARTs & DESIGN
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,12,M,"1,262",Y,ABM
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,12,M,820,Y,ABM
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,12,M,"2,997",Y,ABM
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,12,M,"4,085",Y,ABM
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,12,M,742,Y,ABM
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,12,M,"1,076",Y,ABM
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,12,M,"1,638",Y,ABM
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,12,M,"1,170",Y,ABM
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,12,M,"1,026",Y,ABM
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,12,M,559,Y,ABM
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,12,M,841,Y,ABM
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,12,M,479,Y,ABM
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,12,M,686,Y,ABM
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,12,M,602,Y,ABM
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,12,M,311,Y,ABM
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,12,M,305,Y,ABM
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,12,M,"2,480",Y,ABM
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,12,F,"3,807",Y,ABM
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,12,F,"2,144",Y,ABM
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,12,F,"7,134",Y,ABM
2020-2021,SHS, Region IV-A - CALABARZON ,PUBLIC,12,F,"9,381",Y,ABM
2020-2021,SHS, Region IV-B - MIMAROPA ,PUBLIC,12,F,"1,799",Y,ABM
2020-2021,SHS, Region V - Bicol Region ,PUBLIC,12,F,"3,069",Y,ABM
2020-2021,SHS, Region VI - Western Visayas ,PUBLIC,12,F,"5,062",Y,ABM
2020-2021,SHS, Region VII - Central Visayas ,PUBLIC,12,F,"3,362",Y,ABM
2020-2021,SHS, Region VIII - Eastern Visayas ,PUBLIC,12,F,"2,548",Y,ABM
2020-2021,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,12,F,"1,618",Y,ABM
2020-2021,SHS, Region X - Northern Mindanao ,PUBLIC,12,F,"2,464",Y,ABM
2020-2021,SHS, Region XI - Davao Region ,PUBLIC,12,F,"1,366",Y,ABM
2020-2021,SHS, Region XII - Soccsksargen ,PUBLIC,12,F,"2,068",Y,ABM
2020-2021,SHS, CARAGA - CARAGA ,PUBLIC,12,F,"1,280",Y,ABM
2020-2021,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,12,F,471,Y,ABM
2020-2021,SHS, CAR - Cordillera Administrative Region ,PUBLIC,12,F,830,Y,ABM
2020-2021,SHS, NCR - National Capital Region ,PUBLIC,12,F,"5,253",Y,ABM
2020-2021,SHS, Region I - Ilocos Region ,PUBLIC,12,M,"5,831",Y,HUMSS
2020-2021,SHS, Region II - Cagayan Valley ,PUBLIC,12,M,"4,918",Y,HUMSS
2020-2021,SHS, Region III - Central Luzon ,PUBLIC,12,M,"7,681",Y,HUMSS
